Key,noTrim,profile,type,en-us,en-us-sfw
menu.totalEXP,,,opts,Total EXP,
menu.timePlayed,,,opts,Time Played,
menu.coins,,,opts,Monies,
alignment,,,opts,Alignment,
aligngood,,,opts,Pacifist,
alignbad,,,opts,Combative,
aligntech,,,opts,Industrial,
alignnature,,,opts,Natural,
infoGoodTech,,,opts,"You'd prefer to avoid violence, and you are willing to use technology to help people.",
infoBadTech,,,opts,"You're not afraid to use violence, and you are willing to use technology to help people.",
infoGoodNature,,,opts,"You'd prefer to avoid violence, and you want to help people using all-natural methods.",
infoBadNature,,,opts,"You're not afraid to use violence, and you want to help people using all-natural methods.",
qi.bpermit0,,,opts,Lake Fairy Note,
qi.bpermit0Info,,,opts,"All it says is ""fuck you.""","All it says is ""you're no good."""
qi.goldmushroom,,,opts,Golden Mushroom,
qi.goldmushroomInfo,,,opts,A golden mushroom from the forest. Someone in town was looking for this.,
qi.milk,,,opts,Milk,
qi.milkInfo,,,opts,A carton of milk. That weird guy in the water under the bridge might want this.,
qi.seamonkkey,,,opts,Sea Monk Key,
qi.seamonkkeyInfo,,,opts,This key should open the Sea Monk's treasure chest somewhere under the bridge.,
qi.monsterheart,,,opts,Sea Monster Heart,
qi.monsterheartInfo,,,opts,"The heart of a sea monster, valued by gullible people due to its supposed healing properties.",
qi.monsteregg,,,opts,Sea Monster Egg,
qi.monstereggInfo,,,opts,"The egg of a sea monster, which can make a baby sea monster or a gross omelette.",
qi.tire,,,opts,Spare Tire,
qi.tireInfo,,,opts,A tire that you can repair your truck with.,
qi.bpermit1,,,opts,Mail for Catalina,
qi.bpermit1Info,,,opts,Catalina in South Las Abejas will be looking for this.,
qi.food2keycard,,,opts,Employee Keycard,
qi.food2keycardInfo,,,opts,This will grant you access to the Food2 headquarters in Central Las Abejas.,
qi.smartphone,,,opts,Smartphone,
qi.smartphoneInfo,,,opts,A cell phone. You're not sure how it found its way into your pocket. Has no games; worthless.,
ef.shocked,,,opts,Unsafe,
ef.splashed,,,opts,Wet,
ef.burned,,,opts,Burnt,
menu.Achievements,,,opts,Achievements,
menu.Options,,,opts,Options,
menu.Quit,,,opts,Quit,
menu.Back,,,opts,Back,
*,,,,- Inventory Menu,
menu.Items,,,opts,Items,
inv.Heading,,,opts,Your Crops,
inv.BackInfo,,,opts,Go back to the previous menu.,
inv.SortInfo,,,opts,"Sort your Crop Inventory by various criteria. You can also manually reorder crops by selecting them, then selecting another crop you want to swap places with. You can also recycle crops for some quick money this way.",
inv.Sort,,,opts,Sort,
inv.sCount,,,opts,By Amount,
inv.sPower,,,opts,By Power,
inv.sTime,,,opts,By Growth Time,
inv.sType,,,opts,By Type,
inv.swap,,,opts,Swap Positions,
inv.drop,,,opts,Recycle for {0}G,
inv.unselect,,,opts,Unselect Crop,
gift.itemname,,,opts,{count} {item}{seed}{s},
gift.itemseed,,,opts, Seed,
*,,,,- Equipment Menu,
menu.Equipment,,,opts,Equipment,
eq.Heading,,,opts,Your Equipment,
eq.hitCrops,,,opts,Can target enemy Crops.,
eq.hitCrops.sm,,,opts,Hits Crops,
eq.hitEnemies,,,opts,Can target enemies.,
eq.hitEnemies.sm,,,opts,Hits Enemies,
eq.sp,,,opts,Stronger in Spring.,
eq.su,,,opts,Stronger in Summer.,
eq.au,,,opts,Stronger in Autumn.,
eq.wi,,,opts,Stronger in Winter.,
eq.sp.sm,,,opts,Spring Bonus,
eq.su.sm,,,opts,Summer Bonus,
eq.au.sm,,,opts,Autumn Bonus,
eq.wi.sm,,,opts,Winter Bonus,
eq.sickle2,,,opts,Requires Sickle2 Charger on field.,
eq.sickle2.sm,,,opts,Req. Charger,
eq.attackall,,,opts,Attacks all enemies.,
eq.attacksome,,,opts,Attacks {0} targets.,
eq.attackall.sm,,,opts,All Targets,
eq.attacksome.sm,,,opts,{0} Targets,
eq.holds,,,opts,Holding Amount:,
eq.holds.sm,,,opts,AMT:,
eq.compattack,,,opts,Can attack enemies with Compost.,
eq.compattack.sm,,,opts,Can Attack,
eq.rotten,,,opts,Can only compost rotten crops.,
eq.rotten.sm,,,opts,Rotten Only,
eq.bonus,,,opts,Bonus Effect:,
eq.bonus.sm,,,opts,Bonus:,
eq.backfire,,,opts,May backfire.,
eq.spturn,,,opts,Seeds Per Turn:,
eq.spturn.sm,,,opts,Seeds:,
eq.actafter,,,opts,Can Attack/Compost after planting.,
eq.actafter.sm,,,opts,Bonus Action,
eq.dmgresist,,,opts,Damage Resistance:,
eq.dmgresist.sm,,,opts,DEF:,
eq.mayshock1,,,opts,May shock plants and tech when planted.,
eq.mayshock2,,,opts,Will shock you when touching water.,
eq.mayshock1.sm,,,opts,May shock crops,
eq.mayshock2.sm,,,opts,or you.,
eq.growth,,,opts,Growth Speed Boost:,
eq.sres,,,opts,Seasonal Resistance:,
eq.sstr,,,opts,Seasonal Multiplier:,
eq.growth.sm,,,opts,Spd.:,
eq.sres.sm,,,opts,S.Resist:,
eq.sstr.sm,,,opts,S.Mult.:,
eq.willkill1,,,opts,Will kill crops that are too weak or,
eq.willkill2,,,opts,grow too quickly. Bees will fly away.,
eq.willkill1.sm,,,opts,Bad for Crops,
eq.willkill2.sm,,,opts,and Bees.,
eq.power,,,opts,Power:,
eq.power.sm,,,opts,ATK:,
*,,,,- Fixture Menu,
menu.Farm,,,opts,Fixtures,
fx.Heading,,,opts,Your Fixtures,
farmModDirt,,,opts,Dirt\n Growth Speed: {0}%,
growthSpeed,,,opts,Growth Speed: {0}%,
log,,,fixname,Mushroom Log,
coop,,,fixname,Incubator,
modulator,,,fixname,Season Modulator,
shooter,,,fixname,Seed Shooter,
lake,,,fixname,Lake,
paddy,,,fixname,Rice Paddy,
cow,,,fixname,Cow,
strongsoil,,,fixname,Strong Soil,
hotspot,,,fixname,Hotspot,
sprinkler,,,fixname,Sprinkler,
beehive,,,fixname,Beehive,
charger,,,fixname,Sickle2 Charger,
log.sdesc,,,fixsdesc,Allows Mushrooms to be grown. \n Growth Speed: {0}%,
coop.sdesc,,,fixsdesc,Allows Eggs to be hatched.,
modulator.sdesc,,,fixsdesc,Changes seasons when fed seeds.,
shooter.sdesc,,,fixsdesc,Immediately shoots seeds it is fed.,
lake.sdesc,,,fixsdesc,Allows fishing tools to be placed.,
paddy.sdesc,,,fixsdesc,Allows rice to be grown. \n Growth Speed: {0}%,
cow.sdesc,,,fixsdesc,Produces healing Milk when fed.,
strongsoil.sdesc,,,fixsdesc,Makes crops more resistant to damage. \n Growth Speed: {0}%,
hotspot.sdesc,,,fixsdesc,Allows electronics to be placed. \n Growth Speed: {0}%,
sprinkler.sdesc,,,fixsdesc,Makes crops around it grow faster.,
beehive.sdesc,,,fixsdesc,Holds bees.,
charger.sdesc,,,fixsdesc,Charges Sickle2.,
log.ldesc,,,fixdesc,Allows Mushrooms to be grown. Mushrooms regrow after harvest and do not rot when fully grown.,
coop.ldesc,,,fixdesc,Allows Eggs to be hatched. Hatched eggs do not rot and do more damage the longer they are left on the Field.,
modulator.ldesc,,,fixdesc,"If vegetable seeds are planted in this, it will return the seeds and change the season based on the seed.",
shooter.ldesc,,,fixdesc,"If seeds are planted in this, it will immediately shoot seeds, damaging all enemies.",
lake.ldesc,,,fixdesc,Allows sea creatures to be caught with appropriate equipment.,
paddy.ldesc,,,fixdesc,Allows rice and other paddy crops to be grown. Can only be placed on the bottom row of a Field.,
cow.ldesc,,,fixdesc,Produces healing Milk when fed fodder or vegetable seeds. Milk can be collected by Composting.,
strongsoil.ldesc,,,fixdesc,Crops planted on this will take less damage from standard and elemental attacks. The soil itself is also more resistant to the elements.,
hotspot.ldesc,,,fixdesc,"Allows electronic devices to be 'planted' on the field, which then behave like any other crop.",
sprinkler.ldesc,,,fixdesc,Vegetables and trees planted in the 8 tiles around a sprinkler will grow 25% faster.,
beehive.ldesc,,,fixdesc,"Allows Bees to be placed. Bees will randomly produce honey, which can recover lots of health when composted or stun enemies when used in an attack.",
charger.ldesc,,,fixdesc,This must be present on your Field and regularly filled with Sickle2 Batteries in order to use your Sickle2 effectively. ,
*,,,,- Onion Menu,
menu.Onion,,,opts,Calsotte,
onion.Heading,,,opts,Calsotte,
onion.feed,,,opts,Feed Calsotte{an} {0}.,
onion.pet,,,opts,Pet Calsotte.,
onion.petted,,,opts,Scritchy scritchy! Calsotte is in paradise!,
onion.full,,,opts,Calsotte is too full to eat anything else.,
onion.fed,,,opts,Yummy! Calsotte liked that!,
onion.clean,,,opts,Clean Up,
onion.cleaned,,,opts,Much better!,
onion.feedpoop,,,opts,Maybe I should clean up this mess first...,
perk.stinky.n,,,onion,Stinky,
perk.stinky.d,,,onion,Start battles with 5% less HP.,
perk.loved.n,,,onion,Loved,
perk.loved.d,,,onion,Start battles with an extra 10% HP.,
perk.gourmand.n,,,onion,Gourmand,
perk.gourmand.d,,,onion,Base Attack and Defense are increased by 50%.,
perk.spring.n,,,onion,Spring into Action,
perk.spring.d,,,onion,All crops that grow well in Spring do 25% more base damage. All attacks in Spring do 10% more base damage.,
perk.summer.n,,,onion,Summertime Lovin',
perk.summer.d,,,onion,All crops that grow well in Summer do 25% more base damage. All attacks in Summer do 10% more base damage.,
perk.autumn.n,,,onion,Autumn Breeze,
perk.autumn.d,,,onion,All crops that grow well in Autumn do 25% more base damage. All attacks in Autumn do 10% more base damage.,
perk.winter.n,,,onion,Hazy Shade of Winter,
perk.winter.d,,,onion,All crops that grow well in Winter do 50% more base damage. All attacks in Winter do 10% more base damage.,
perk.pungent.n,,,onion,Pungency,
perk.pungent.d,,,onion,All attacks targeting enemy crops do twice as much damage.,
perk.veggies.n,,,onion,Veggie Time,
perk.veggies.d,,,onion,All vegetables do 50% more damage.,
perk.fruits.n,,,onion,Fruity Tuity,
perk.fruits.d,,,onion,All fruits do 30% more damage.,
perk.mush.n,,,onion,Fungal Affection,
perk.mush.d,,,onion,All mushrooms do 30% more damage.,
perk.rice.n,,,onion,Dicey Rice,
perk.rice.d,,,onion,All rice does 75% more damage.,
perk.fodder.n,,,onion,Cowabunga,
perk.fodder.d,,,onion,Milk from cows heals twice as much health.,
perk.wet.n,,,onion,Thirst: Quenched,
perk.wet.d,,,onion,"Sprinklers, Watering Cans, Holy Water, and Holy Pitcher are twice as effective.",
perk.friedrice.n,,,onion,Fried Rice,
perk.friedrice.d,,,onion,Melee Attacks deal twice as much base damage.,
perk.spicy.n,,,onion,Spiciness,
perk.spicy.d,,,onion,All attacks do 25% more base damage.,
perk.sofrito.n,,,onion,Sofrito,
perk.sofrito.d,,,onion,All crops that grow well in Summer do twice as much base damage.,
perk.protein.n,,,onion,Protein Packed,
perk.protein.d,,,onion,Defense is increased by 50%.,
perk.toxic.n,,,onion,Toxic,
perk.toxic.d,,,onion,Start battles with 50% less HP.,
perk.core.n,,,onion,Hardened Core,
perk.core.d,,,onion,Crop Defense is increased by 100%.,
perk.italia.n,,,onion,Mamma Mia,
perk.italia.d,,,onion,Attacks against Italians are three times as effective.,
perk.stuffed.n,,,onion,Stuffed,
perk.stuffed.d,,,onion,I can't feed Calsotte anything else until they've made more room in their stomach!,
perk.wellfed.n,,,onion,Well Fed,
perk.wellfed.d,,,onion,Composting recovers 50% more health.,
perk.allberries.n,,,onion,Oops! All Berries!,
perk.allberries.d,,,onion,I can plant up to two more crops per turn.,
perk.crisis.n,,,onion,Existential Crisis,
perk.crisis.d,,,onion,I probably shouldn't have fed a leek to a genetically engineered leek/amphibian hybrid.,
*,,,,- Save Menu,
saveHeading,,,opts,Save Game,
loadHeading,,,opts,Load Game,
saveInfoStr,,,opts,Lv.{level}  {monies}G  Time: {time} \n Last Saved: {lastSave} \n Location: {location},
lastSaveJustNow,,,opts,Just Now,
lastSaveMinutes,,,opts,{0} Minute{s} Ago,
lastSaveHours,,,opts,{0} Hour{s} Ago,
lastSaveMonths,,,opts,"JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC",
menu.Save,,,opts,Save,
eraseSave,,,opts,Existing save data will be lost. Are you sure?,
noSave,,,opts,No Save Data,
map.farm,,,opts,Your Farm,
map.producestand,,,opts,Produce Stand,
map.forest,,,opts,Agrios Forest,
map.firstvillage,,,opts,San Ambrosio,
map.belowvillage,,,opts,South of Town,
map.researchfacility,,,opts,Research Lab,
map.molehome,,,opts,Gunk's Cave,
map.bridge,,,opts,Bridge Crossing,
map.underwater,,,opts,Underwater,
map.fakefarm,,,opts,Jeff's Farm,
map.southcity,,,opts,South Las Abejas,
map.northcity,,,opts,Central Las Abejas,
map.northcity_NG,,,opts,Central Las Abejas NP,
map.northcity_IG,,,opts,Central Las Abejas IP,
map.northcity_NB,,,opts,Central Las Abejas NC,
map.northcity_IB,,,opts,Central Las Abejas IC,
map.northcity.lorge,,,opts,Cen. Las Abejas,
map.northcity_NG.lorge,,,opts,C. Las Abejas NP,
map.northcity_IG.lorge,,,opts,C. Las Abejas IP,
map.northcity_NB.lorge,,,opts,C. Las Abejas NC,
map.northcity_IB.lorge,,,opts,C. Las Abejas IC,
map.hq_1,,,opts,Food2 HQ 1F,
map.hq_IG,,,opts,New Food2 HQ,
map.hq_NB,,,opts,Food2 Space,
map.hq_NB_side,,,opts,Beckett Jail,
map.hq_IB,,,opts,Former Food2 HQ,
map.hq_2,,,opts,Food2 HQ 2F,
map.hq_3,,,opts,Food2 HQ 3F,
map.hq_4,,,opts,Food2 HQ 4F,
map.hq_5,,,opts,Food2 HQ 5F,
incompatibleSave,,,opts,This Save is incompatible with this version of the game.,
*,,,,Achievements,
a.Heading,,,opts,Your Achievements,
a.boss1,,,aname,Tech Trasher,
ad.boss1,,,adesc,Destroyed the MegaByte Buddy on your farm.,
a.lakeFairy,,,aname,Eggscellent,
ad.lakeFairy,,,adesc,Told the truth to the mysterious fairy from the lake.,
a.badrabbit,,,aname,Bad Rabbit,
ad.badrabbit,,,adesc,"Accepted the ""gift"" of fertilizer from the rabbit in the forest.",
a.limeTime,,,aname,Lime Time,
ad.limeTime,,,adesc,Gave Lime a yellow food to complete his collection.,
a.RAPBATTLE,,,aname,Research Assistant,
ad.RAPBATTLE,,,adesc,Gave RAPBATTLE a versatile crop to aid in its research.,
a.boss2,,,aname,Direct Action,
ad.boss2,,,adesc,Broke into a research lab and beat the shit out of its head scientist.,Broke into a research lab and beat up its head scientist.
a.boss3help,,,aname,Friend to the Sea,
ad.boss3help,,,adesc,Returned the Sea Monster's egg and scared off the construction workers.,
a.boss3hurt,,,aname,Heartless,
ad.boss3hurt,,,adesc,Murdered the Sea Monster to work out a deal with the construction workers.,
a.dowel,,,aname,Irate Treasure,
ad.dowel,,,adesc,Helped Dowel figure out how to farm underwater.,
a.kelpBuddy,,,aname,Kelp Buddy,
ad.kelpBuddy,,,adesc,Gave Kelp Boy some milk instead of just breaking all his stuff like some sort of bully.,
a.unplugged,,,aname,Unplugged,
ad.unplugged,,,adesc,"Defeated HOUSEKEEPER by unplugging it, because nerds aren't actually clever.",
a.crouton,,,aname,Teach a Dog to Fish,
ad.crouton,,,adesc,Gave Crouton some fishing supplies to help him catch a delicious supper.,
a.boss4,,,aname,Not-so-Smart Home,
ad.boss4,,,adesc,Defeated HOUSEKEEPER and escaped Farmer Jeff's trap.,
a.abuelita,,,aname,Birdfeed,
ad.abuelita,,,adesc,Gave the old lady in the park some food so she could feed the birds.,
a.skumpy,,,aname,Chumpy with Skumpy,
ad.skumpy,,,adesc,Saved Skumpy from having to pay protection money to the mob.,
a.bossMob,,,aname,Mobbed Boss,
ad.bossMob,,,adesc,"Defeated the leader of the mob, Don Vagante.",
a.stonehenge,,,aname,Pizza Party,
ad.stonehenge,,,adesc,Hooked up some hipster with some delicious mushrooms for his pizza.,
a.boss5,,,aname,Sent to the Shadow Realm,
ad.boss5,,,adesc,Defeated Jeff and his giant card-battling robot.,
a.bankStop,,,aname,Bank Roberts,
ad.bankStop,,,adesc,Just casually walked into a bank and beat up the robbers for some reason.,
a.helpNerd,,,aname,Lifesaver,
ad.helpNerd,,,adesc,"Carried a Food2 employee to safety, sparing them from certain death.",
a.abee,,,aname,A BEEE!!!!!,
ad.abee,,,adesc,AAAAAAA BEEEEEEEEEEEE!!!!,
a.techGood,,,aname,Technology Is A Tool,
ad.techGood,,,adesc,Completed the game with an Industrial Pacifist alignment.,
a.techBad,,,aname,Technology Is A Weapon,
ad.techBad,,,adesc,Completed the game with an Industrial Combative alignment.,
a.natureGood,,,aname,Technology Will Not Save Us,
ad.natureGood,,,adesc,Completed the game with a Natural Pacifist alignment.,
a.natureBad,,,aname,Technology Will Kill Us,
ad.natureBad,,,adesc,Completed the game with a Natural Combative alignment.,
a.vegan,,,aname,Vegan,
ad.vegan,,,adesc,"Completed the game without using any eggs, fishing supplies, bees, or cows.",
a.beeKing,,,aname,Queen Bee,
ad.beeKing,,,adesc,Collected bees from every beehive in the game.,
a.luddite,,,aname,Luddite,
ad.luddite,,,adesc,Completed the game without using any technology.,
a.springKing,,,aname,Spring King,
ad.springKing,,,adesc,Harvested over 500 Spring crops in their season.,
a.summerHummer,,,aname,Summer Hummer,
ad.summerHummer,,,adesc,Harvested over 500 Summer crops in their season.,
a.autumnBottom,,,aname,Autumn Bottom,
ad.autumnBottom,,,adesc,Harvested over 500 Autumn crops in their season.,
a.winterHinter,,,aname,Winter Hinter,
ad.winterHinter,,,adesc,Harvested over 500 Winter crops in their season.,
a.vegbuddy,,,aname,Veggie Buddy,
ad.vegbuddy,,,adesc,Planted over 1000 Vegetables.,
a.treebuddy,,,aname,Tree Buddy,
ad.treebuddy,,,adesc,Planted over 500 Trees.,
a.mushbuddy,,,aname,Mushroom Buddy,
ad.mushbuddy,,,adesc,Planted over 500 Mushrooms.,
a.eggbuddy,,,aname,Egg Buddy,
ad.eggbuddy,,,adesc,Incubated over 500 Eggs.,
a.ricebuddy,,,aname,Rice Buddy,
ad.ricebuddy,,,adesc,Planted over 500 Paddy Crops.,
a.beebuddy,,,aname,Bee Buddy,
ad.beebuddy,,,adesc,Kept over 500 Bees.,
a.seabuddy,,,aname,Sea Buddy,
ad.seabuddy,,,adesc,Fished over 500 times.,
a.cowbuddy,,,aname,Cow Buddy,
ad.cowbuddy,,,adesc,Fed cows over 500 times.,
a.techbuddy,,,aname,Tech Buddy,
ad.techbuddy,,,adesc,Powered up over 500 Tech Items.,
a.biglaunch,,,aname,Big Launch Big Lunch,
ad.biglaunch,,,adesc,Launched 20 or more Crops in one turn.,
a.laila,,,aname,Special Delivery!,
ad.laila,,,adesc,Delivered mail to the right house in Central Las Abejas.,
a.madeForMe,,,aname,It Was Made For Me,
ad.madeForMe,,,adesc,Completed the fifth floor of The Hole.,
a.soybeat,,,aname,Monster Conquest,
ad.soybeat,,,adesc,Defeated the monster on the third floor of the Food2 headquarters.,
a.fullUpgrade,,,aname,Huge Tracts of Land,
ad.fullUpgrade,,,adesc,Expanded your farm area to the maximum size.,
a.allCrop,,,aname,Balanced Farmer,
ad.allCrop,,,adesc,Planted one of every type of crop.,
a.overkill,,,aname,Is This Your First RPG?,
ad.overkill,,,adesc,You wasted an INCREDIBLY POWERFUL and RARE item on some weak enemy THAT WASN'T EVEN A BOSS!,
a.murderedToDeath,,,aname,Murdered to Death,
ad.murderedToDeath,,,adesc,Got a nonstandard game over.,
a.goldshroom,,,aname,The Golden Mushroom,
ad.goldshroom,,,adesc,You found the shiny golden mushroom in Agrios Forest.,
ad.locked,,,aname,The description for this achievement is hidden until you complete it.,
ad.none,,,adesc,You have not yet unlocked this achievement.,
a.onecook,,,aname,Food Not Food,
ad.onecook,,,adesc,Sometimes it's nice to give someone food to eat instead of just throwing it at them.,
a.allcook,,,aname,Just Enough Cooks,
ad.allcook,,,adesc,You helped out everyone who needed delicious foods made for them.,
a.calsotte,,,aname,Onion Paradise,
ad.calsotte,,,adesc,You acquired every Calsotte buff by feeding them different combinations of foods.,
a.seasons,,,aname,Seasonal Savior,
ad.seasons,,,adesc,Attacked with a in-season crop while a seasonal boosting Calsotte perk was active.,
a.italia,,,aname,It's Anti-Italian Discrimination,
ad.italia,,,adesc,"Defeated Don Vagante with Calsotte's ""Mamma Mia"" buff active.",
*,,,,Combat - Player Actions,
season0,,,combat,SPR,
season1,,,combat,SUM,
season2,,,combat,AUT,
season3,,,combat,WIN,
seeds_none,,,combat,You can't plant any more seeds this turn.,
seeds_one,,,combat,Plant a Seed in your Field.,
seeds_many,,,combat,Plant up to {0} Seeds in your Field.,
attack_melee,,,combat,Perform a Melee attack.,
attack_cant,,,combat,You need an appropriate weapon to attack.,
attack_crop,,,combat,Attack with Ripe Crops on your Field.,
attack_falcon,,,combat,Perform a Pecking attack.,
attack_planted,,,combat,You can't attack after planting seeds.,
compost_planted,,,combat,You can't compost after planting seeds.,
combatPlant,,,combat,Plant,
combatAttack,,,combat,Attack,
combatCompost,,,combat,Compost,
combatRun,,,combat,Run,
combatSkip,,,combat,End,
combatSurrender,,,combat,Surrender,
combatAdd,,,combat,Add Ingredients,
combatFinish,,,combat,Finish Prep,
combatFinishText,,,combat,This looks like a good recipe to me! Let's see what they think...,
combatFinishGiveUp,,,combat,Hmmm... maybe I should rethink this.,
combatAddDesc,,,combat,Add some ingredients to your recipe.,
combatFinishDesc,,,combat,Finish adding ingredients and share your creation.,
combatSurrenderDesc,,,combat,"You have no seeds, no crops, and no attacks. I'm sorry.",
combatSurrenderDo,,,combat,"No crops, no seeds, no weapons, no options!! I have failed my farm...",
combatSkipNoSeed,,,combat,End your turn and wait for your crops to grow.,
combatSkipDesc,,,combat,End your turn without planting any more seeds.,
compost_cant,,,combat,You need a Compost Bin equipped to perform this action.,
compost_nocrops,,,combat,You don't have any Crops you can Compost on your Field right now.,
compost_can,,,combat,Compost Crops in your Field to recover Health.,
run_cant,,,combat,You can't run away from this battle!,
run_can,,,combat,"Try to flee the battle, ending it early.",
run_falcon,,,combat,Don't abandon your owner!,
cmp_healsel,,,combat,Heal,
cmp_atksel,,,combat,Attack,
cmp_healpow,,,combat,Heal {0} HP,
cmp_atkpow,,,combat,Heal {0} HP or Deal {1} Damage,
cmp_needOne,,,combat,You must select at least one Crop to Compost.,
cmp_doHeal,,,combat,Compost {0} Crop{s} and recover up to {1}HP.,
cmp_doAttack,,,combat,Compost {0} Crop{s} and attack all enemies for {1} damage.,
cmp_cow,,,combat,Cow,
tryPlantStart,,,combat,"You try to plant your {0}, ",
tryPlantGloves,,,combat,but your gloves shock it!,
tryPlantPesticide,,,combat,but it is too weak to withstand your soil's pesticides!,
tryPlantBees,,,combat,"You try to put bees in the beehive, but the pesticide scares them away, you jerk.",
tryPlantBug,,,combat,"but instead you found a bug in the game, I guess! Neat!",
compost_heal,,,combat,"You compost your crops, recovering {0} health.",
compost_attack,,,combat,"You compost your crops and hurl them forward, dealing {dmg} damage{amt}",
cmpatk_sing,,,combat,.,
cmpatk_pl,,,combat, to everyone.,
flee_success,,,combat,You ran away successfully.,
flee_fail,,,combat,"You tried to run away, but tripped and fell instead.",
diedInCombat,,,combat,You have been defeated.,
youDidATheWin,,,combat,You won! You earned {res}!,
levelUp,,,combat,Level Up! Now you're Level {0}! You got some Bonus Seeds!,
plFishCaught,,,combat,You chuck the spear and catch a fish!,
plFishFail,,,combat,"You chuck the spear, but do not catch any fish.",
plModulate,,,combat,"You load some seeds into the modulator, changing the season to {0}.",
seedShooterAttack,,,combat,"You load up the seed shooter and it fires rapidly, dealing {dmg} damage{amt}",
waterCrops,,,combat,You water your field. Crop Boost!,
*,,,,Combat - Player Attack String,
critPrefix,TRUE,,combat,CRITICAL HIT! ,
cropWithDefArticle,,,combat,the {0},
attackMessageStruct,,,combat,{crit}{subject} {object}{objectmult} {amount}{recoil}{casualties}{sticky}{gloves},
subject_nature,,,combat,Nature Strikes! You and your animal friends,
subject_you,,,combat,You,
subject_falcon,,,combat,Eee,
obj_secondperson,,,combat,attack {target},
obj_thirdperson,,,combat,attacks {target},
obj_pl,,,combat," and others,",
obj_sing,,,combat,,
amount_pl,,,combat,for an average of {dmg} damage,
amount_sing,,,combat,for {dmg} damage,
recoil_pl,,,combat,", with some recoil hitting even more enemies",
recoil_sing,,,combat,", plus recoil",
kill_none_pl,,,combat,!,
kill_some_pl,,,combat,", leading to some casualties!",
kill_all_pl,,,combat,", defeating all enemies!",
kill_none_sing,,,combat,.,
kill_crop_sing,,,combat,", destroying it.",
kill_robot_sing,,,combat,", breaking it to pieces!",
kill_livingthey_sing,,,combat,", and they retreat!",
kill_livinghe_sing,,,combat,", and he retreats!",
kill_seamonster_sing,,,combat,", killing her!",
kill_defeatthey_sing,,,combat,", defeating them!",
kill_defeathe_sing,,,combat,", defeating him!",
sticky_some,,,combat, Now they're all sticky!,
sticky_none,,,combat,,
gloves_some,,,combat," Also, your gloves shock you for {glovedmg} damage!",
*,,,,Combat - Enemy Attacks,
enemyRemoveWeeds,,,combat,{0} removes some weeds from their field.,
stuckTurn,,,combat,"{0} tries to attack, but they are stuck in honey!",
standardAttack,,,combat,{0} attacks for {1} damage.,
sipSomeFood2,,,combat,{0} slurps down some Food2 and recovers {1} health.,
nathanCompost,,,combat,{0} composts his crops and recovers {1} health.,
repairMachine,,,combat,{0} repairs his conveyor belt.,
grillAttack,,,combat,{0} places some {2} on the grill.,
kombuch,,,combat,{0} gulps down some hearty kombucha and recovers {1} health.,
carPlantAttack,,,combat,{0} sets up {2}.,
vendoAttack,,,combat,{0} begins dispensing one {2}. Thank you for your patronage!,
someSalt,,,combat,Some salt got on your field!,
someFire,,,combat,Some of your field got burned!,
tireChuck,,,combat,{0} chucks a spare tire on your field.,
revEngine,,,combat,{0} revs its engine. Its attacks will do more damage now.,
wacg.shuffle,,,combat,{0} reshuffles his deck.,
wacg.placeatk,,,combat,{0} places one {2} Character Card in the Attack Position.,
wacg.placedef,,,combat,{0} places one {2} Character Card in the Defense Position.,
wacg.idle,,,combat,{0} looks up killer strats on his smartphone.,
wacg.discard,,,combat,{0} draws one {2} Card from his hand and places it in his Discard Pile.,
wacg.swapdef,,,combat,{0} swaps his {2} Character Card into the Defense Position.,
wacg.swapatk,,,combat,{0} swaps his {2} Character Card into the Attack Position.,
wacg.placeElem,,,combat,{0} places a {2} Element Card on the field.,
wacg.removeElem,,,combat,{0} removes his {2} Element Card from the field and places it in his Discard Pile.,
wacg.placeFx,,,combat,"{0} places one {2} Effect Card on the field, {3}",
wacg.attack0,,,combat,{0}'s {2} attacks for {1} damage!,
wacg.attack1,,,combat,"{0}'s {2}, imbued with the power of {3}, attacks for {1} damage!",
wacg.attack2,,,combat,"{0}'s {2}, imbued with the powers of {3} and {4}, attacks for {1} damage!",
wacg.fx0,,,combat,increasing his defenses while it is on the field!,
wacg.fx1,,,combat,increasing his attack power while it is on the field!,
wacg.fx2,,,combat,allowing him to perform two actions per turn!,
wacg.fx3,,,combat,"which doesn't actually do anything, but makes his dad happy!",
wacg.fx4,,,combat,changing the season to Winter while it is on the field!,
soyHeal,,,combat,{0} consumes some crops and recovers {1} health.,
soyHealWeak,,,combat,{0} soaks in nutrients from the ground and recovers {1} health.,
vineSmack,,,combat,{0} vine-slaps a row of crops on your field.,
vineSmackKill,,,combat,"{0} vine-slaps a row of crops on your field, destroying some.",
plantAttack,,,combat,{0} plants{an} {2}.,
plantAttack2,,,combat,{0} plants 2 crops.,
plantAttack3,,,combat,{0} plants 3 crops.,
nEgg,,,combat,{0} begins incubating{an} {2}.,
nFish,,,combat,{0} sets up{an} {2}.,
nSpearYes,,,combat,{0} throws a spear and catches a fish!,
nSpearNo,,,combat,"{0} throws a spear, but catches no fish...",
nBee,,,combat,{0} fills a beehive with {2}s.,
modulateAttack,,,combat,{0} uses a Season Modulator to change the season to {2}.,
babyToss,,,combat,{0}'s {2} harvest is ready!,
babyTossFail,,,combat,{0}'s {2} harvest is ready... but there's no room for another one!,
